# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
565000	-336109.3923418965	-1289.6947381634088	-334819.6976037331	7.477170991265833E8	2.855401042041034E8	1.4490279744183022E8	3.6267714646809053E8	1.9636453721950045E8	3.4119648060439124E9	3.2216110884546225	0.6792503952079886	1.2650198071629415E-9	-334819.6976037331	-1278.976588473448
566000	-336127.06725876994	-1314.4577373686825	-334812.60952140123	1.205666413144533E9	4.438477596588679E8	2.2442761110314253E8	5.666973061303928E8	3.068273127918823E8	4.467736066997047E9	3.2216110884546225	0.6792503952079886	8.222922067396107E-10	-334812.60952140123	-1303.9003106830148
567000	-336120.2873225891	-1312.5283586614596	-334807.7589639276	1.198233881962298E9	4.350723248658989E8	2.1900006180699006E8	5.468059280130305E8	3.03571207132151E8	4.398406675986391E9	3.2216110884546225	0.6792503952079886	8.417394308301442E-10	-334807.7589639276	-1301.9632201146098
568000	-336125.9632761141	-1314.2706149007017	-334811.6926612134	1.2103538329806867E9	4.442026124143522E8	2.2567695016291988E8	5.732716831798799E8	3.021177833881078E8	4.481663366891016E9	3.2216110884546225	0.6792503952079886	8.090264033423601E-10	-334811.6926612134	-1303.7263237546222
569000	-336134.78664250183	-1320.6134128935373	-334814.1732296083	1.342582914159176E9	4.915789152950511E8	2.564092539126544E8	6.326440602258887E8	3.3713338147516173E8	5.366500368587761E9	3.2216110884546225	0.6792503952079886	7.30730289725951E-10	-334814.1732296083	-1309.9906253520558
570000	-336088.64719734783	-1279.810383909184	-334808.8368134386	6.518422598023101E8	2.4305839390659678E8	1.2248892286032219E8	3.1005809389076996E8	1.645768003682723E8	2.592984151159294E9	3.2216110884546225	0.6792503952079886	1.4796987835816847E-9	-334808.8368134386	-1269.2101191278673
571000	-336131.053059212	-1325.6387318409147	-334805.41432737105	1.4545453901028125E9	5.3447508929011196E8	2.728931354571954E8	6.694091090886356E8	3.6537095009974176E8	4.55755744191554E9	3.1999203595682095	0.6792503952079886	6.75131910888792E-10	-334805.41432737105	-1315.2658662119788
572000	-336092.44466499134	-1279.6993728677505	-334812.7452921236	6.411548955972426E8	2.4116629641252714E8	1.2288292339844146E8	3.0236249627649444E8	1.626687354199179E8	2.6426580214322877E9	3.1999203595682095	0.6792503952079886	1.5223865640429877E-9	-334812.7452921236	-1269.059195564459
573000	-336116.23070647067	-1299.012167370828	-334817.21853909985	9.783830669495276E8	3.390282454182757E8	1.7517340892493212E8	4.146452089759932E8	2.2867745938880625E8	3.599133305955169E9	3.1999203595682095	0.6792503952079886	1.0597321019796308E-9	-334817.21853909985	-1288.4249830425351
574000	-336124.3582241454	-1309.1398344229417	-334815.21838972246	1.1168953331432858E9	4.006822203807292E8	2.0323377380297402E8	5.219135514973185E8	2.8114503672932225E8	4.510231557686161E9	3.276911216123195	0.6792503952079886	8.962252776888082E-10	-334815.21838972246	-1298.4679683005413
575000	-336134.9039773794	-1322.4666378589031	-334812.4373395205	1.3415119829411914E9	5.0160650500014573E8	2.5604680470102564E8	6.319037500290867E8	3.366498195165885E8	4.1743949992866015E9	3.276911216123195	0.6792503952079886	7.30412991434011E-10	-334812.4373395205	-1312.076527904227
576000	-336149.2946831576	-1336.2872111389086	-334813.00747201865	1.7723286836304586E9	6.650334748205191E8	3.327736792942747E8	8.278680563159949E8	4.5716155648587203E8	7.8906510830562315E9	3.276911216123195	0.6839096832457389	5.5796109718549E-10	-334813.00747201865	-1325.5294435235407
577000	-336097.0816339419	-1282.775681509437	-334814.30595243245	6.723996551716936E8	2.5523403443596208E8	1.2347259782316266E8	3.170183326446921E8	1.724245411770691E8	3.0515913502557206E9	3.276911216123195	0.6884293051829282	1.4732882699291341E-9	-334814.30595243245	-1271.9979374414072
578000	-336079.2076964352	-1267.88378852736	-334811.3239079079	5.262179728580839E8	1.9767360727986324E8	9.570406526301989E7	2.5001184797628918E8	1.3300342552708778E8	2.1616195708444643E9	3.1841686892105385	0.6884293051829282	1.8558780940509264E-9	-334811.3239079079	-1257.25210012469
579000	-336098.54223629244	-1284.0819189482045	-334814.46031734423	7.133822290465486E8	2.6171729499898994E8	1.3250817221070524E8	3.3018089503361607E8	1.7609481221874282E8	2.413537123026619E9	3.1841686892105385	0.6884293051829282	1.4152913951286199E-9	-334814.46031734423	-1273.610746414948
580000	-336085.8937296865	-1276.90147609884	-334808.99225358764	6.159875454358544E8	2.2498894561005414E8	1.1421289507249333E8	2.911862091974937E8	1.5404842004288483E8	2.493820202965016E9	3.1841686892105385	0.6984643147129774	1.5897173572904057E-9	-334808.99225358764	-1266.2814765960877
581000	-336054.81922310917	-1234.9191271331151	-334819.9000959761	2.890739314314618E8	1.0547851321478853E8	5.69568017500519E7	1.3352105712467203E8	7.338713560986236E7	1.2475064895767274E9	3.1841686892105385	0.6984643147129774	3.3396713428438656E-9	-334819.9000959761	-1224.2502227845737
582000	-336068.5669609263	-1247.698258483157	-334820.86870244314	3.3594023472682333E8	1.2737803579026192E8	6.87417947493758E7	1.6027442477366263E8	8.862382395571384E7	1.87454582091216E9	3.242352981387421	0.6984643147129774	2.8461449936248998E-9	-334820.86870244314	-1236.7618352552265
583000	-336119.2488679478	-1297.9970811329513	-334821.2517868148	8.898194297271082E8	3.3140430642030776E8	1.7342609700498006E8	4.1405478422131294E8	2.299496957138731E8	3.3386882908294797E9	3.242352981387421	0.6984643147129774	1.096607109010655E-9	-334821.2517868148	-1287.436237037312
584000	-336083.29361665336	-1260.0010626535652	-334823.2925539998	4.57917662828206E8	1.6547085288436124E8	8.485299355989015E7	2.1287775276692408E8	1.125541417208076E8	2.0251450848005364E9	3.242352981387421	0.6984643147129774	2.158344891321738E-9	-334823.2925539998	-1249.2637116291653
585000	-336058.8185335507	-1247.517602388855	-334811.30093116185	3.840107636179701E8	1.317295807246677E8	6.804091087722456E7	1.6782999203701204E8	9.104353905327559E7	1.5658423289700575E9	3.242352981387421	0.6984643147129774	2.698465259931211E-9	-334811.30093116185	-1236.8143506270105
586000	-336037.9254344159	-1228.7132049751126	-334809.2122294408	2.591382995235154E8	9.513770266208008E7	4.8758829876744784E7	1.2026873133303799E8	6.566383836107788E7	1.108562041954173E9	3.242352981387421	0.6984643147129774	3.804351680024896E-9	-334809.2122294408	-1218.0121944651266
587000	-336045.3120462056	-1226.1215007092328	-334819.1905454964	2.5893595378460273E8	8.960915653555396E7	4.577644019097099E7	1.1373621806825486E8	6.232134890504366E7	7.466996289265218E8	3.242352981387421	0.6984643147129774	3.9513017736647294E-9	-334819.1905454964	-1215.777784597327
588000	-336066.19140875444	-1250.0659539631283	-334816.1254547913	3.845396087901451E8	1.413989212611821E8	7.212536148443022E7	1.7920279095146614E8	9.70694419646177E7	1.5348526457728028E9	3.242352981387421	0.6827331019673519	2.5912052546794918E-9	-334816.1254547913	-1239.4232112419743
589000	-336026.36343253165	-1221.2178610032454	-334805.1455715284	2.2779327952385122E8	8.232770514463729E7	4.243280276364523E7	1.0584568300991914E8	5.763213356611207E7	1.0172931243278447E9	3.242352981387421	0.6827331019673519	4.351430113957931E-9	-334805.1455715284	-1210.4685443075364
590000	-336067.1531659904	-1249.742208609353	-334817.4109573811	3.7160349054238087E8	1.37920404999056E8	7.108602544095361E7	1.7866983725638252E8	9.654887365599832E7	1.651071168571987E9	3.242352981387421	0.6931888609789728	2.548547243585092E-9	-334817.4109573811	-1239.043059026751
591000	-336049.99584999256	-1243.5208543041565	-334806.4749956884	3.406257771660095E8	1.2379685167485578E8	6.368191701485002E7	1.573259022255811E8	8.456776093392195E7	1.1806616316157184E9	3.242352981387421	0.6931888609789728	2.8979102997201128E-9	-334806.4749956884	-1233.028716069693
592000	-335974.16991143243	-1166.3443614719683	-334807.8255499605	8.528113530129094E7	3.1566129901161656E7	1.6031963560108962E7	3.983122868808851E7	2.2017619529690962E7	3.6583975777614266E8	3.242352981387421	0.6931888609789728	1.1406444623121247E-8	-334807.8255499605	-1155.655039651411
593000	-335960.83283796743	-1148.2534240060897	-334812.5794139613	6.2853998315430775E7	2.2969268073007543E7	1.184924728513681E7	2.898341267297087E7	1.6021241973294511E7	2.3064061606456906E8	3.242352981387421	0.6931888609789728	1.5837365901642877E-8	-334812.5794139613	-1137.6975715069202
594000	-335944.2236384048	-1120.279140436955	-334823.94449796784	3.601149587013722E7	1.3476538743395032E7	6952195.412176473	1.700516022372126E7	9399989.911917957	1.8528716874035406E8	3.247576346094056	0.695566907360632	2.6750388330430328E-8	-334823.94449796784	-1109.4167969066605
595000	-335932.0109451851	-1114.8170931148622	-334817.19385207025	3.4212976280002765E7	1.2229184554052435E7	6350139.826824273	1.5515599274926854E7	8585956.920438386	1.5873887178790686E8	3.247576346094056	0.695566907360632	2.9521626257273577E-8	-334817.19385207025	-1104.0109204093762
596000	-335946.8474797049	-1127.5032220955804	-334819.3442576093	4.4583291046033725E7	1.5556391327462008E7	8077828.876778652	1.9972647286532972E7	1.0921947018193427E7	1.7775022981721804E8	3.247576346094056	0.695566907360632	2.271554444295505E-8	-334819.3442576093	-1116.8457421120897
597000	-335963.3085132659	-1142.3339754061444	-334820.9745378598	5.64798666837409E7	2.077854678155821E7	1.0406140945679693E7	2.62021520818491E7	1.4328522037915576E7	2.1332215957555988E8	3.247576346094056	0.695566907360632	1.7620032246199234E-8	-334820.9745378598	-1131.747830278684
598000	-336053.1709012957	-1226.027480901895	-334827.1434203938	2.439446796067382E8	8.936629519061294E7	4.655264185103971E7	1.1680915551685151E8	6.410108040845092E7	9.780385548542594E8	3.247576346094056	0.695566907360632	3.957498080453014E-9	-334827.1434203938	-1215.410521190815
599000	-336082.26932481333	-1269.678002902048	-334812.59132191126	5.391632519402877E8	1.9109993850447187E8	9.93270192075655E7	2.4567377120811895E8	1.3816792612566218E8	2.5783902405985165E9	3.232419158556315	0.695566907360632	1.8624943697304134E-9	-334812.59132191126	-1258.8498172368393
600000	-336087.3003070585	-1273.2123463497774	-334814.0879607087	5.927054898423321E8	2.148275002847614E8	1.1003321578992681E8	2.6802879346630687E8	1.462153865335466E8	2.0947979167363222E9	3.232419158556315	0.695566907360632	1.7092695796380163E-9	-334814.0879607087	-1262.6776335270267
601000	-336115.5451870931	-1300.4435631408733	-334815.1016239522	9.1495629357019E8	3.467243621148356E8	1.7399206984219947E8	4.4175220514585114E8	2.3775244831905994E8	3.823602592267428E9	3.232419158556315	0.695566907360632	1.0661526294024195E-9	-334815.1016239522	-1289.7786519700473
602000	-336129.0705720174	-1320.0948316187985	-334808.97574039863	1.3711977367804248E9	4.894281410427691E8	2.4412058532034352E8	6.308702967990279E8	3.3626947873405147E8	4.857330867175645E9	3.232419158556315	0.695566907360632	7.429212795452995E-10	-334808.97574039863	-1309.5514848930932
603000	-336125.53437702946	-1309.2524774140827	-334816.28189961537	1.0674534958457752E9	3.808556269454409E8	1.9524031474289814E8	5.031364022990247E8	2.6254817913216043E8	5.697004508654095E9	3.232419158556315	0.6900816718203088	9.273292390614413E-10	-334816.28189961537	-1298.3281823987434
604000	-336120.8441258787	-1304.0488698892427	-334816.7952559895	1.0093976085091648E9	3.7342466402718866E8	1.8675859597373226E8	4.691602106367786E8	2.6259698294300643E8	3.4815202441998916E9	3.232419158556315	0.6900816718203088	9.942332103638693E-10	-334816.7952559895	-1293.5474528702548
605000	-336122.63636884757	-1316.2907762268649	-334806.3455926207	1.2625937271238775E9	4.610599144425811E8	2.335210036681695E8	5.737859248466698E8	3.2161756338413453E8	4.259813648962185E9	3.232419158556315	0.6900816718203088	7.941896717081583E-10	-334806.3455926207	-1305.8120276768666
606000	-336144.84579904313	-1332.6082007595523	-334812.23759828357	1.700205994194728E9	6.217903456911438E8	3.0937945071442795E8	7.612416220520786E8	4.291777967714673E8	6.063500479284685E9	3.232419158556315	0.6900816718203088	5.918616961656875E-10	-334812.23759828357	-1322.0701456327326
607000	-336149.05556100945	-1332.1606668632157	-334816.89489414624	1.6736600660617812E9	6.147894789376255E8	3.088517950788936E8	7.63181364336218E8	4.1654393758752424E8	7.239794067092271E9	3.2335082373149056	0.7042800593118087	5.991907332438638E-10	-334816.89489414624	-1321.432637319706
608000	-336202.97927353444	-1376.830421664873	-334826.14885186957	3.764855974457488E9	1.3149074825730207E9	6.959642259408394E8	1.7041386547808282E9	9.189246014316994E8	1.6238195557487684E10	3.2335082373149056	0.7042800593118087	2.678761024631854E-10	-334826.14885186957	-1366.0988690081156
609000	-336189.3141788783	-1375.902210075418	-334813.4119688029	3.5858098700502663E9	1.3409419921362064E9	6.677532319104011E8	1.686179749877308E9	9.117518023887544E8	1.2973376749678545E10	3.2335082373149056	0.6936738452532298	2.7586782897041584E-10	-334813.4119688029	-1365.3657564172001
610000	-336192.68218436034	-1390.1601747098193	-334802.52200965054	4.841356148384711E9	1.7060064444060771E9	8.635517435812002E8	2.1362084598485336E9	1.1831557473914776E9	1.6246628971967932E10	3.2335082373149056	0.6936738452532298	2.0875743069361177E-10	-334802.52200965054	-1379.677205089782
611000	-336193.3553269639	-1386.2210379105366	-334807.1342890533	4.1218382305736985E9	1.5456124307465732E9	7.641089011647257E8	1.907752913277189E9	1.0431619183675715E9	2.218962728082281E10	3.1930086261241044	0.6936738452532298	2.392827791116777E-10	-334807.1342890533	-1375.3039455338078
612000	-336156.95825469936	-1343.474495839844	-334813.4837588595	2.131827916063125E9	7.543699487515824E8	3.6970330859048975E8	9.491852738312433E8	4.9689765456977504E8	8.339103149415324E9	3.1930086261241044	0.6893483432107155	4.780283816736469E-10	-334813.4837588595	-1332.8447406748458
613000	-336154.4394388727	-1341.6765990314732	-334812.7628398412	1.9286220043108706E9	7.322907126577998E8	3.6338360273536044E8	9.225216038332475E8	4.834480710759214E8	8.189562630971763E9	3.1901285320538646	0.6893483432107155	5.039154402606839E-10	-334812.7628398412	-1331.013248525212
614000	-336115.7126202577	-1296.384094247677	-334819.32852601004	8.8849634551852E8	3.248795464541194E8	1.62565535266917E8	4.1270496850587046E8	2.2014349401288837E8	3.299729889889326E9	3.1901285320538646	0.6984514328994632	1.1004940992392127E-9	-334819.32852601004	-1285.8494386652044
615000	-336135.45545864233	-1321.720992053321	-334813.734466589	1.396266560555214E9	5.192538240977574E8	2.5902065409897587E8	6.580503805241089E8	3.496995503225569E8	5.415740547215136E9	3.1901285320538646	0.6984514328994632	7.158536193613596E-10	-334813.734466589	-1311.120476251231
616000	-336122.19206476887	-1305.7879491406968	-334816.40411562816	1.0357998901416104E9	3.878081059196299E8	1.9489862583392704E8	4.901743625918044E8	2.6567827125294352E8	4.0354229832362175E9	3.1901285320538646	0.702456581997388	9.548850043515305E-10	-334816.40411562816	-1295.1938047435135
617000	-336096.801872825	-1273.1825857630397	-334823.61928706197	5.853119792958082E8	2.1573461898819774E8	1.0495826750732988E8	2.6562310549266052E8	1.4057080413192007E8	2.2533316788020196E9	3.1901285320538646	0.702456581997388	1.6745755960412683E-9	-334823.61928706197	-1262.6099802299157
618000	-336089.05380497355	-1278.381809852094	-334810.67199512146	6.22138340265061E8	2.306534889061647E8	1.1723370421910474E8	2.9364374825712025E8	1.5711628462107217E8	2.7037829556085176E9	3.1901285320538646	0.702456581997388	1.55232671812384E-9	-334810.67199512146	-1267.7026913380037
619000	-336109.00581911457	-1294.0992106055007	-334814.9066085091	8.995047347286164E8	3.0979443647649294E8	1.568706164852176E8	3.89618435995606E8	2.0500467839093223E8	3.047028782210077E9	3.1901285320538646	0.702456581997388	1.17006571057517E-9	-334814.9066085091	-1283.5829893411733
620000	-336136.97695005685	-1316.8305975711248	-334820.14635248575	1.2477796586803136E9	4.5719634309449375E8	2.360323738273144E8	5.797558354770426E8	3.164638627053086E8	5.689266836117725E9	3.1901285320538646	0.702456581997388	7.90221850408601E-10	-334820.14635248575	-1306.0820708225995
621000	-336136.1899564346	-1313.4906983448618	-334822.6992580897	1.2013766634284134E9	4.3641048225145656E8	2.209400988772594E8	5.547316388242995E8	3.084323957408183E8	4.682013070968934E9	3.233869746403586	0.702456581997388	8.220702924572007E-10	-334822.6992580897	-1302.8824794930724
622000	-336132.328647325	-1324.2474326359352	-334808.08121468907	1.4827469975138762E9	5.28738425002965E8	2.671482370369058E8	6.838267032711692E8	3.5714405150979406E8	5.770437988904503E9	3.233869746403586	0.702456581997388	6.747511102912476E-10	-334808.08121468907	-1313.627478485313
623000	-336163.0297325002	-1347.678523581747	-334815.35120891844	2.239145749945428E9	7.950998903660036E8	3.9630957930949265E8	1.003796335254879E9	5.457403574773881E8	6.590627922426665E9	3.233869746403586	0.7070756485067669	4.537959196317299E-10	-334815.35120891844	-1337.32196840893
624000	-336206.79013986205	-1392.8026535898953	-334813.9874862722	4.796020636374377E9	1.8310053979690523E9	9.091764980260155E8	2.324911183977051E9	1.2502481713363771E9	1.9952318994701927E10	3.233869746403586	0.6915881402160952	1.9937536855896154E-10	-334813.9874862722	-1382.16003746865
